month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-01-01,1,Portable Computers,14255101952.0,3138089984.0
2025-02-01,1,Portable Computers,11216551936.0,3517224192.0
2025-03-01,1,Portable Computers,14453683200.0,3372062976.0
2025-04-01,1,Portable Computers,10276206592.0,2863371776.0
2025-05-01,1,Portable Computers,13515474944.0,3439169536.0
2025-06-01,1,Portable Computers,13013257216.0,3041108736.0
2025-07-01,1,Portable Computers,13547386880.0,3151930368.0
2025-08-01,1,Portable Computers,12844019712.0,3169799936.0
2025-09-01,1,Portable Computers,11632475136.0,3069974528.0
2025-10-01,1,Portable Computers,12120737792.0,2995182848.0
2025-11-01,1,Portable Computers,13247704064.0,3292679424.0
2025-12-01,1,Portable Computers,11159621632.0,2833618176.0
2025-01-01,2,Cooling Systems,5741223936.0,451970496.0
2025-02-01,2,Cooling Systems,6433296384.0,521248992.0
2025-03-01,2,Cooling Systems,5958755840.0,594063424.0
2025-04-01,2,Cooling Systems,6377080832.0,609239232.0
2025-05-01,2,Cooling Systems,6626491904.0,655378368.0
2025-06-01,2,Cooling Systems,6730646016.0,607020160.0
2025-07-01,2,Cooling Systems,5647437824.0,593930048.0
2025-08-01,2,Cooling Systems,6127959552.0,608408512.0
2025-09-01,2,Cooling Systems,6445340672.0,592920384.0
2025-10-01,2,Cooling Systems,5989146112.0,612287616.0
2025-11-01,2,Cooling Systems,6239728128.0,613399808.0
2025-12-01,2,Cooling Systems,6334190592.0,546236096.0
2025-01-01,3,Frozen Storage Units,1701460224.0,142426688.0
2025-02-01,3,Frozen Storage Units,1581943552.0,143315504.0
2025-03-01,3,Frozen Storage Units,1757927040.0,154066864.0
2025-04-01,3,Frozen Storage Units,1597126016.0,146953120.0
2025-05-01,3,Frozen Storage Units,1793233536.0,162090992.0
2025-06-01,3,Frozen Storage Units,1763036032.0,158838160.0
2025-07-01,3,Frozen Storage Units,1635825536.0,173880832.0
2025-08-01,3,Frozen Storage Units,1414090880.0,164712448.0
2025-09-01,3,Frozen Storage Units,1425154304.0,157290720.0
2025-10-01,3,Frozen Storage Units,1364903680.0,131951704.0
2025-11-01,3,Frozen Storage Units,1507776384.0,118646856.0
2025-12-01,3,Frozen Storage Units,1397623936.0,134696208.0
2025-01-01,4,Laundry Machines,5564478464.0,528860992.0
2025-02-01,4,Laundry Machines,6539450368.0,560506560.0
2025-03-01,4,Laundry Machines,7199638016.0,624191616.0
2025-04-01,4,Laundry Machines,7426123264.0,536949312.0
2025-05-01,4,Laundry Machines,7698124800.0,610774400.0
2025-06-01,4,Laundry Machines,6912252928.0,589142720.0
2025-07-01,4,Laundry Machines,6937881600.0,492467872.0
2025-08-01,4,Laundry Machines,6898130944.0,551050496.0
2025-09-01,4,Laundry Machines,6434734080.0,614387392.0
2025-10-01,4,Laundry Machines,6971248128.0,501869856.0
2025-11-01,4,Laundry Machines,7517407232.0,542938496.0
2025-12-01,4,Laundry Machines,7281251328.0,524627936.0
2025-01-01,5,Dish Cleaning Machines,1518513920.0,216448208.0
2025-02-01,5,Dish Cleaning Machines,1384374400.0,204608032.0
2025-03-01,5,Dish Cleaning Machines,1912179456.0,216375392.0
2025-04-01,5,Dish Cleaning Machines,1701107200.0,216022048.0
2025-05-01,5,Dish Cleaning Machines,1642071040.0,209276592.0
2025-06-01,5,Dish Cleaning Machines,1598019584.0,187966944.0
2025-07-01,5,Dish Cleaning Machines,1655582080.0,222210976.0
2025-08-01,5,Dish Cleaning Machines,1715513344.0,214774768.0
2025-09-01,5,Dish Cleaning Machines,1492547200.0,196027456.0
